Sub-Borough Area,income_diversity_2017,income_diversity_2019,racial_diversity_2017,racial_diversity_2019,bachelor_or_higher_2017,bachelor_or_higher_2019,car_free_commute_2017,car_free_commute_2019,mean_travel_time_2017,mean_travel_time_2019,poverty_rate_2017,poverty_rate_2019,no_highschool_2017,no_highschool_2019,crowding_rate_2017,crowding_rate_2019,pop_above_65_2017,pop_above_65_2019,under_18_2017,under_18_2019,homeownership_2017,homeownership_2019,born_in_ny_rate_2017,born_in_ny_rate_2019,foreclosure_rate_2017,foreclosure_rate_2019,median_income_2017,median_income_2019,Community District,ela_grade4_2017,ela_grade4_2019,math_grade4_2017,math_grade4_2019,park_access_2017,subway_access_2017,income_growth,gentrification_label
North Crown Heights/Prospect Heights,6.783919597989961,7.0666666666666975,0.614311852277776,0.645759292888081,0.423831514545401,0.490083018550279,0.848732576604129,0.853550618514941,41.9979562430159,43.5810768703456,0.199759488806979,0.159328113519108,0.18551636909139,0.111206978187902,0.108153113423884,0.136261270036703,0.108153113423884,0.136261270036703,0.248475555397069,0.219011022712922,0.198106479335307,0.214230304342336,0.49160698535897,0.485166800439502,203,139,72077.81091166394,86157.7671517522,BK 08 - Crown Heights/Prospect Heights,0.3954802259887006,0.5158730158730159,0.297951582867784,0.4552683896620278,0.7674746095416916,0.9821199965861568,0.19534383830474766,Higher-Income
South Crown Heights,5.249999999999985,4.391304347826079,0.562761282144789,0.593943803794261,0.344156007337974,0.387735547748323,0.825937878176684,0.863816659321287,45.2830778539734,46.688255695863,0.191438217420662,0.179005238616084,0.114341718392682,0.111044394762057,0.153261138395223,0.140356490805398,0.153261138395223,0.140356490805398,0.264051284366394,0.219380588195946,0.173062164236378,0.169680483399853,0.414682189167226,0.472463249825895,131,105,61243.41522419188,77211.96343883465,BK 09 - South Crown Heights/Lefferts Gardens,0.3681710213776722,0.4269340974212034,0.2505800464037123,0.426183844011142,0.7045413703694196,0.9048340307550125,0.2607390224106085,Gentrifying
Bay Ridge,5.064285714285726,4.611908396946568,0.635926500390024,0.625245421136879,0.416183401750614,0.469041970700336,0.680529202746059,0.670849295800714,45.518335805706,44.3999037625155,0.151505531270605,0.142445770109821,0.18594296388002,0.159000708318811,0.171020665975641,0.187976214886201,0.171020665975641,0.187976214886201,0.28399741546414,0.270903556617842,0.419987077320698,0.385814385814386,0.508300401658461,0.508484724215706,56,59,82356.99628333087,88634.99540558807,BK 10 - Bay Ridge/Dyker Heights,0.609642301710731,0.6674603174603174,0.6370539104024298,0.7403100775193798,0.5979209277015743,0.7436623946859813,0.07622909291955166,Higher-Income
Rego Park/Forest Hills,5.290974729241857,5.640243902439019,0.663016193264688,0.632892990536346,0.563695033909429,0.604158355998791,0.729997217004105,0.677276007444263,43.720343699993,45.0911542405712,0.081450638919622,0.1114675449535,0.0830890395974623,0.0559685705651254,0.196750811456249,0.189807360824352,0.196750811456249,0.189807360824352,0.224344700964881,0.229173125012917,0.451853588030782,0.509537685742038,0.437194127243067,0.410243782319626,36,29,90472.89999255176,103210.1266878532,QN 06 - Rego Park/Forest Hills,0.5785876993166287,0.6385404789053591,0.5971143174250833,0.7037861915367484,0.7351713967123484,0.8008345023560304,0.1407849941402348,Higher-Income
Flushing/Whitestone,5.959999999999997,6.027397260273965,0.613957124776574,0.597842432701289,0.230612005647558,0.271579547760466,0.520560763710037,0.494087917476003,41.5054428075959,41.6656137439418,0.161814415003816,0.148053403909207,0.248212201375191,0.218512973230886,0.196014322926672,0.217247747728969,0.196014322926672,0.217247747728969,0.268949766627124,0.260725816293699,0.457821040144569,0.440537871811656,0.382754089794915,0.404358212190821,152,105,61497.636794279766,63589.523209329745,QN 07 - Flushing/Whitestone,0.5988675958188153,0.6727887868535525,0.6489539748953975,0.7233644859813084,0.7073388166622446,0.321029450782701,0.03401572034463213,Non-Gentrifying
Hillcrest/Fresh Meadows,4.463087248322141,4.833333333333345,0.742583330071845,0.76197466842585,0.387580874654353,0.411254802324457,0.526776656521971,0.508686530735373,44.8439585669283,42.9495125395933,0.123256149326913,0.114921348590663,0.137426508094177,0.130711139634452,0.149058682459782,0.164040101857293,0.149058682459782,0.164040101857293,0.287185961830525,0.337420794288264,0.485535488829116,0.434841588576528,0.466903238765361,0.458179746069056,97,115,76752.13015790259,83538.15615248558,QN 08 - Hillcrest/Fresh Meadows,0.5190258751902588,0.610705596107056,0.4906785980611484,0.6174121405750799,0.7098088318284425,0.28065039503386,0.08841482289315046,Higher-Income
Ozone Park/Woodhaven,4.243750000000012,4.707100591715973,0.716240709283964,0.735184076751654,0.270348488898311,0.308607204890926,0.645185493955815,0.596096511002196,47.4859663748784,46.6087348565279,0.121565943106875,0.101483079127997,0.197526198881075,0.19837492517394,0.129160838701628,0.125344333453908,0.129160838701628,0.125344333453908,0.326274544333891,0.327161210882141,0.458659857356696,0.481541714099854,0.396045520511154,0.403837057235872,278,177,83840.3551616267,89108.44697372772,QN 09 - Kew Gardens/Woodhaven,0.4426877470355731,0.555316091954023,0.4595635430038511,0.5652173913043478,0.4682044343575419,0.9084540851955308,0.06283479837299397,Higher-Income
South Ozone Park/Howard Beach,4.113772455089828,4.217171717171707,0.795941898521908,0.78973961200356,0.229344963791968,0.238566089024805,0.457841699087952,0.476609137403144,45.8287358887684,46.9383199630536,0.103800311560338,0.0753303479975959,0.225168696510862,0.169317023445464,0.13968978560611,0.181212468794278,0.13968978560611,0.181212468794278,0.354541396423601,0.308893523717846,0.643804322138487,0.716107813252046,0.523912060463814,0.498195128533837,335,287,88607.00960077463,97535.6533699544,QN 10 - South Ozone Park/Howard Beach,0.5087082728592163,0.5738362760834671,0.4841726618705036,0.6375198728139905,0.3984676286553441,0.3938960541437875,0.10076678819664968,Higher-Income
Bayside/Little Neck,4.464516129032271,5.0,0.631909996620006,0.665740700553101,0.379196950104784,0.475729945938469,0.394332486799554,0.344858058102287,43.7470082034604,44.2194116130933,0.0975640786415837,0.0641129173835188,0.151357738440273,0.13126923564603,0.22721833656358,0.206447163981076,0.22721833656358,0.206447163981076,0.245636747219026,0.250895721612065,0.729622171077867,0.688757230171182,0.512555827083509,0.525470924041131,127,102,84126.95400715031,107287.13505701673,QN 11 - Bayside/Little Neck,0.729050279329609,0.7715355805243446,0.7781851512373968,0.8305555555555556,0.6865828092243187,0.2054507337526205,0.2753003638750302,Higher-Income
Jamaica,4.309608540925261,4.482758620689662,0.600095775639777,0.603350694084174,0.20838655481525,0.216192983721657,0.524849998265876,0.532401639492263,48.8788454201783,48.364164093675,0.112984515737274,0.105898974438759,0.195245164037238,0.170159176705379,0.13433147101644,0.151370842399751,0.13433147101644,0.151370842399751,0.3502835800249,0.369247220975365,0.493692073592475,0.50539962506271,0.470695581375762,0.46929851828826,1079,864,73952.09541188739,76104.15622438562,QN 12 - Jamaica/Hollis,0.3366287691547207,0.4439655172413793,0.2600096478533526,0.3722163308589608,0.5874001188668031,0.4074489863303176,0.029100741507214853,Higher-Income
Queens Village,4.234285714285714,3.3333333333333273,0.654495472028783,0.650884345812114,0.307975905070814,0.309563467513308,0.366369710467706,0.358497837536933,47.3613173306937,48.1237956579454,0.0886994412212404,0.0545871629629253,0.116364808509781,0.13947148363938,0.169747971607292,0.190077743446626,0.169747971607292,0.190077743446626,0.366031935786867,0.323378494310364,0.725181453334472,0.728240988038006,0.498031477206326,0.491174125386225,783,654,102956.13841054672,109726.16306207849,QN 13 - Queens Village,0.4792013311148086,0.5496815286624204,0.4071428571428571,0.4946372239747634,0.3841092284915282,0.0911827603224214,0.0657563964232584,Higher-Income
Rockaways,6.040229885057479,5.882352941176461,0.693223430768503,0.687928136322648,0.284073470736832,0.246265114419906,0.451876649713513,0.404389037708634,51.3747076117513,49.2021430043272,0.197630081993893,0.180682842228759,0.190004013504261,0.205843409613271,0.145921488752433,0.179070149498932,0.145921488752433,0.179070149498932,0.362556482042204,0.329705226413265,0.340872036148507,0.365848928536798,0.682182020428257,0.588606867093806,270,197,64768.94077163713,63706.43912224443,QN 14 - Rockaway/Broad Channel,0.3040254237288136,0.3728643216080402,0.2649214659685864,0.3765060240963855,0.8160660985421984,0.677553315741662,-0.016404493214407706,Non-Gentrifying
North Shore,6.913265306122448,5.0666666666666815,0.707939707861583,0.715044673909128,0.300799749614951,0.310874239673363,0.406486814186117,0.409158577246275,43.7987137077112,44.6401284464622,0.178725515077406,0.130122944902897,0.152174808298947,0.146317383556028,0.131238960097831,0.141547717018077,0.131238960097831,0.141547717018077,0.340623432925152,0.28277254802188,0.564244002652906,0.513102658694823,0.648223424973957,0.660262777036806,575,410,75391.08543125281,87027.11220718712,SI 01 - St. George/Stapleton,0.3630504833512352,0.396446418656302,0.3250132766861391,0.3962264150943396,0.6549093492293913,0.1268029774222442,0.15434221047984387,Higher-Income
Mid-Island,4.957831325301195,4.303797468354421,0.546514978949033,0.569299756376104,0.352979122083082,0.366884841681117,0.321159279890207,0.324870315522761,45.8829417938161,46.1572306586088,0.101520509193777,0.0719656755430923,0.116461710166593,0.128930407850291,0.160163042722201,0.189205570387474,0.160163042722201,0.189205570387474,0.37940284340631,0.328092598078632,0.710830943193777,0.703732701341572,0.654987966556766,0.633018255285374,319,216,97715.81642335768,95024.8552005292,SI 02 - South Beach/Willowbrook,0.476107732406603,0.5878320479862896,0.4498714652956298,0.565068493150685,0.5686442057291666,0.2432047526041666,-0.027538645444763876,Higher-Income
South Shore,5.3571428571428665,3.764948453608247,0.306851265108073,0.316309217322226,0.344730137474675,0.411792518912861,0.264755366204445,0.281729004660497,47.8863531518819,48.5046803004898,0.0658694348909854,0.040851803563668,0.0798327000165213,0.0553201176800224,0.185804099082107,0.174388626532307,0.185804099082107,0.174388626532307,0.353342428376535,0.327527559616035,0.828767860989445,0.779629926448327,0.78491135420596,0.797847023388986,469,311,116073.7315954119,125047.93557038294,SI 03 - Tottenville/Great Kills,0.5931533903884134,0.6645876645876646,0.5863874345549738,0.7223756906077348,0.5791035915701989,0.28378021833053,0.07731468482681025,Higher-Income
